noise_std,batch_size,optimizer,epochs_to_solve,best_acc,m_sharpness,top_eigen,bulk_eigen
0.0,1,<class 'sam.SAM'>,,0.9006574141709277,4.562729727138173,1160.623046875,6.147205274746305
0.0,343,<class 'sam.SAM'>,,0.8590211833455077,7.912981632080945,1964.5682373046875,9.952059574793722
0.0,685,<class 'sam.SAM'>,,0.8100803506208911,1.8982423435557971,806.7766723632812,6.0012841835553905
0.0,1027,<class 'sam.SAM'>,,0.8539079620160701,17.963057322935626,907.3030395507812,6.029953736662022
0.0,1369,<class 'sam.SAM'>,,0.8772826880934989,2.538713352246718,636.8076171875,3.087157418322468
0.5,1,<class 'sam.SAM'>,,0.6888239590942293,2.561647566882047,360.542236328125,2.173425364393862
0.5,343,<class 'sam.SAM'>,,0.7494521548575602,1.9358024272051724,319.4420471191406,2.8032661235357303
0.5,685,<class 'sam.SAM'>,,0.7509130752373996,2.383243804628199,337.9163513183594,2.055207025184392
0.5,1027,<class 'sam.SAM'>,,0.7618699780861943,1.8979678316549822,386.279296875,3.3080716179106195
0.5,1369,<class 'sam.SAM'>,,0.7114682249817385,2.2018291408365425,347.2181396484375,3.292070918599857
1.0,1,<class 'sam.SAM'>,,0.41344046749452157,2.241499510678378,497.7507019042969,2.565880463753661
1.0,343,<class 'sam.SAM'>,,0.4360847333820307,2.7447993863712656,473.6884765625,3.578178626030219
1.0,685,<class 'sam.SAM'>,,0.379108838568298,2.9923730330033735,934.03271484375,5.829100149906135
1.0,1027,<class 'sam.SAM'>,,0.4346238130021914,4.27977239001881,668.0546875,4.196196804070217
1.0,1369,<class 'sam.SAM'>,,0.44485025566106645,3.0880918936295942,840.2105712890625,4.486938393624419
2.0,1,<class 'sam.SAM'>,,0.239590942293645,2.529195460406217,713.9493408203125,3.887969173707177
2.0,343,<class 'sam.SAM'>,,0.2337472607742878,1.2760238213972612,162.08909606933594,1.8950419649819366
2.0,685,<class 'sam.SAM'>,,0.2279035792549306,1.9433933388103137,486.2210693359375,3.94974763250533
2.0,1027,<class 'sam.SAM'>,,0.22352081811541272,1.5923887599598279,313.277587890625,3.3606089734539855
2.0,1369,<class 'sam.SAM'>,,0.2527392257121987,1.2502437938343396,187.71241760253906,1.861569154590677
