noise_std,batch_size,optimizer,epochs_to_solve,best_acc,m_sharpness,top_eigen,fisher_rao
0.0,64,<class 'sam.SAM'>,,0.9985390796201608,10.475120067596436,1437.559814453125,306.3729944163509
0.0,128,<class 'sam.SAM'>,,0.9963476990504018,10.096181717785923,1343.1973876953125,303.6651962382008
0.0,256,<class 'sam.SAM'>,,0.9970781592403214,11.679590832103383,1476.074462890625,367.2311195230145
0.0,512,<class 'sam.SAM'>,,0.9985390796201608,19.619447515769437,3200.9599609375,682.2518339208575
0.0,1024,<class 'sam.SAM'>,,0.9985390796201608,20.38374734466726,3134.14404296875,699.335478669636
0.0,1369,<class 'sam.SAM'>,,0.9963476990504018,12.185914884914052,1774.1826171875,384.51576997514934
0.5,64,<class 'sam.SAM'>,,0.7129291453615778,6.475436449050903,1425.2666015625,128.828602227212
0.5,128,<class 'sam.SAM'>,,0.7275383491599707,3.7368240356445312,1082.0858154296875,99.82995017729795
0.5,256,<class 'sam.SAM'>,,0.7260774287801315,5.332878123630177,650.0592651367188,166.5219052317555
0.5,512,<class 'sam.SAM'>,,0.7326515704894083,7.168173714117571,815.1696166992188,226.96050314318228
0.5,1024,<class 'sam.SAM'>,,0.747991234477721,4.700837547128851,490.8050842285156,180.4377808087086
0.5,1369,<class 'sam.SAM'>,,0.8005843681519357,5.6258685263720425,1758.961669921875,195.12517897857367
1.0,64,<class 'sam.SAM'>,,0.42951059167275385,3.658206744627519,484.0426025390625,58.97101263695648
1.0,128,<class 'sam.SAM'>,,0.4127100073046019,4.2985195246609775,575.1671142578125,90.57921590040519
1.0,256,<class 'sam.SAM'>,,0.4178232286340394,3.540649349039251,409.45111083984375,71.8172620729996
1.0,512,<class 'sam.SAM'>,,0.42658875091307524,2.8209297873757104,1188.742431640625,96.34515449446766
1.0,1024,<class 'sam.SAM'>,,0.43754565376187,5.447857466610995,654.0511474609375,163.7808585136854
1.0,1369,<class 'sam.SAM'>,,0.4317019722425128,4.065995346416127,694.3500366210938,78.94709271958861
2.0,64,<class 'sam.SAM'>,,0.23593864134404674,2.8496985218741675,383.01348876953125,67.80102381587203
2.0,128,<class 'sam.SAM'>,,0.2220598977355734,2.9769362969831987,768.58642578125,59.63997401761305
2.0,256,<class 'sam.SAM'>,,0.21840759678597516,13.54012662714178,1421.93505859375,647.5400962839549
2.0,512,<class 'sam.SAM'>,,0.2322863403944485,3.0828487656333228,1726.824951171875,83.28050296489053
2.0,1024,<class 'sam.SAM'>,,0.22717311906501095,3.1302794109691274,1231.0574951171875,110.92816507350665
2.0,1369,<class 'sam.SAM'>,,0.24543462381300218,2.5405100042169746,372.3417053222656,52.42733675299923
