noise_std,batch_size,optimizer,epochs_to_solve,best_acc,m_sharpness,top_eigen,bulk_eigen
0.0,1,<class 'sam.SAM'>,,0.6925557645794141,46.187671756744386,458.8436279296875,-0.9630667198736356
0.0,931,<class 'sam.SAM'>,,0.5377586670249933,84.35418554941813,575.5678100585938,-0.8431079139520766
0.0,1861,<class 'sam.SAM'>,,0.4681537221177103,38.38613093694051,752.775390625,-1.6130030297741536
0.0,2791,<class 'sam.SAM'>,,0.6492878258532653,20.13180623849233,394.94482421875,-1.356846245504151
0.0,3721,<class 'sam.SAM'>,,0.6871808653587745,68.08968935807546,643.8177490234375,-1.0511515491174692
0.5,1,<class 'sam.SAM'>,,0.2569201827465735,71.93010781606039,380.45330810546875,-0.8105144119982223
0.5,931,<class 'sam.SAM'>,,0.6890620800859983,22.499013574918113,286.29205322265625,-1.0791756720504944
0.5,1861,<class 'sam.SAM'>,,0.7239989250201558,29.61137372851372,296.8631286621094,-0.8439224913643705
0.5,2791,<class 'sam.SAM'>,,0.4834721848965332,7.962470595041911,154.58657836914062,-1.2414574321108047
0.5,3721,<class 'sam.SAM'>,,0.555495834453104,21.122870246569317,336.1611328125,-1.025262688399789
1.0,1,<class 'sam.SAM'>,,0.19457135178715398,16.92391373316447,496.330078125,-0.7640613412231206
1.0,931,<class 'sam.SAM'>,,0.6764310669174953,8.600782521565755,181.26162719726562,-1.335583673249115
1.0,1861,<class 'sam.SAM'>,,0.5374899220639613,24.812128090858458,340.5002746582031,-1.022856777207798
1.0,2791,<class 'sam.SAM'>,,0.4791722655200215,32.45364259084066,338.0572204589844,-0.8377178537676117
1.0,3721,<class 'sam.SAM'>,,0.6595001343724806,17.797393850485484,365.1693115234375,-1.5234492309972247
2.0,1,<class 'sam.SAM'>,,0.19967750604676163,34.619520751635235,1445.5787353515625,-1.8435622333632027
2.0,931,<class 'sam.SAM'>,,0.3324375167965601,31.233847459157307,269.32611083984375,-0.8267051931937468
2.0,1861,<class 'sam.SAM'>,,0.3421123353937114,9.086687366167704,195.49354553222656,-1.0852678671263036
2.0,2791,<class 'sam.SAM'>,,0.347487234614351,14.322580258051554,466.5560607910156,-1.3222207788523677
2.0,3721,<class 'sam.SAM'>,,0.4092985756517065,22.001651199658713,284.1768798828125,-0.9951256315775975
